code,score,image_url,synopsis,show_titles,popularity,members,scored_by,type,rating,premiered,studios,genres
1475,7.37,https://cdn.myanimelist.net/images/anime/10/61669.jpg,"A new island resort has been built in Tokyo bay, and it is run by one of the world's most powerful super computers. The City Hunter gang has been invited to the grand opening party, but only Miki & Kaori have gotten there. Soon, they and the rest of the party goers are taken hostage by an exiled South American dictator called General Gillium. Now it's up to Ryo and Umibozu to free the hostages, and prevent Gillium's daughter from using the super computer to launch a nuclear attack on the USA. (Source: ANN)",City Hunter: Bay City Wars,6099,5388,2435,Movie,PG-13 - Teens 13 or older,Not available,Sunrise,action;comedy;mystery;shounen
39024,7.38,https://cdn.myanimelist.net/images/anime/1857/98299.jpg,"The Great Yan Empire exists in a world where respect can only be earned through strength. Within this Great Yan Empire, the four great clans have always stood above the rest. Among them, a particular incident in the Lin Clan resulted in the banishment of a certain individual who went on to start his own family, in hopes of one day being recognized again by the Lin Clan, and rejoining them… Hailing from a banished family of the Great Lin Clan, when Lin Dong was very young, he watched, powerless, as his talented father was easily crushed and crippled by the overwhelming genius of the great Lin Clan, Lin Langtian. With a despairing father, a heartbroken grandfather, and a suffering family, ever since that fateful day, Lin Dong has been driven by a deep purpose; to take revenge on the man who had taken everything and more from his family. Armed with nothing but willpower and determination, join Lin Dong as he unknowingly discovers a destiny greater than he could ever hope to imagine when he stumbles upon a mysterious stone talisman… (Source: Novel Updates)",Wu Dong Qian Kun;;Martial Universe;;Martial Movement Upheaval;;Earth-Shattering Martial Arts,7279,3456,1247,ONA,PG-13 - Teens 13 or older,Not available,Shanghai Motion Magic,action;adventure;historical;martial arts;fantasy
35849,7.35,https://cdn.myanimelist.net/images/anime/1614/90408.jpg,"In the distant future, humanity has been driven to near-extinction by giant beasts known as Klaxosaurs, forcing the surviving humans to take refuge in massive fortress cities called Plantations. Children raised here are trained to pilot giant mechas known as FranXX—the only weapons known to be effective against the Klaxosaurs—in boy-girl pairs. Bred for the sole purpose of piloting these machines, these children know nothing of the outside world and are only able to prove their existence by defending their race. Hiro, an aspiring FranXX pilot, has lost his motivation and self-confidence after failing an aptitude test. Skipping out on his class' graduation ceremony, Hiro retreats to a forest lake, where he encounters a mysterious girl with two horns growing out of her head. She introduces herself by her codename Zero Two, which is known to belong to an infamous FranXX pilot known as the ""Partner Killer."" Before Hiro can digest the encounter, the Plantation is rocked by a sudden Klaxosaur attack. Zero Two engages the creature in her FranXX, but it is heavily damaged in the skirmish and crashes near Hiro. Finding her partner dead, Zero Two invites Hiro to pilot the mecha with her, and the duo easily defeats the Klaxosaur in the ensuing fight. With a new partner by his side, Hiro has been given a chance at redemption for his past failures, but at what cost? [Written by MAL Rewrite]",Darling in the FranXX,79,848806,477022,TV,PG-13 - Teens 13 or older,Winter 2018,A-1 Pictures;Trigger;CloverWorks,action;drama;mecha;romance;sci-fi
11759,7.35,https://cdn.myanimelist.net/images/anime/8/38155.jpg,"Haruyuki Arita is an overweight, bullied middle schooler who finds solace in playing online games. But his life takes a drastic turn one day, when he finds that all his high scores have been topped by Kuroyukihime, the popular vice president of the student council. She then invites him to the student lounge and introduces him to ""Brain Burst,"" a program which allows the users to accelerate their brain waves to the point where time seems to stop. Brain Burst also functions as an augmented reality fighting game, and in order to get more points to accelerate, users must win duels against other players. However, if a user loses all their points, they will also lose access to Brain Burst forever. Kuroyukihime explains that she chose to show Haruyuki the program because she needs his help. She wants to meet the creator of Brain Burst and uncover the reason of why it was created, but that's easier said than done; to do so, she must defeat the ""Six Kings of Pure Color,"" powerful faction leaders within the game, and reach level 10, the highest level attainable. After the girl helps Haruyuki overcome the bullies that torment him, he vows to help her realize her goal, and so begins the duo's fight to reach the top. [Written by MAL Rewrite]",Accel World;;Accelerated World,161,576976,305142,TV,PG-13 - Teens 13 or older,Spring 2012,Sunrise,action;game;sci-fi;romance;school
1292,7.36,https://cdn.myanimelist.net/images/anime/3/15874.jpg,"When he was a young boy, Afro witnessed his father be cut down in a duel at the hands of a man known only as Justice. After taking the life of Afro's father, Justice cast aside his Number Two headband and took the Number One to claim its godly powers as his own. Years later, having obtained the Number Two headband which grants him the right to challenge the Number One, Afro moves forward in his hunt for revenge on the man who murdered his father. There is just one thing that stands in his way—everyone else in the world! Though the Number One can only be challenged by the Number Two, the Number Two can be challenged by anyone. As his enemies gather to try and take the title of Number Two, Afro must fight through a myriad of foes and obstacles if he hopes to reach the Number One and claim vengeance once and for all. [Written by MAL Rewrite]",Afro Samurai,521,253768,140709,TV,R+ - Mild Nudity,Spring 2007,Gonzo,action;adventure;samurai
35946,7.3,https://cdn.myanimelist.net/images/anime/1444/91899.jpg,"In search of a mystical ingredient known as Sky Fish, Meliodas and Hawk stumble upon a spring that suddenly transports them to the Sky Temple: a breathtaking land above the clouds, inhabited by beings called Celestials. Meliodas, however, looks strikingly similar to a local criminal called Solaad, and is imprisoned and shunned as a result. Meanwhile, the kingdom of the Sky Temple prepares to defend the Great Oshiro's seal—said to harbour a three thousand-year-old evil—from the malevolent Six Knights of Black, a group of demons who seek to destroy the seal. However, the Demon Clan is successfully unleashed and terrorizes the land, prompting the remaining Seven Deadly Sins and the Celestials to fight against their wicked foes. The battle progresses well, until one of the Six Knights awakens an ""Indura of Retribution,"" an uncontrollable beast from the Demon Realm. With its overwhelming strength and sinister power, the Seven Deadly Sins and Celestial beings must now work together to defeat the creature that threatens their very existence. [Written by MAL Rewrite]",Nanatsu no Taizai Movie: Tenkuu no Torawarebito;;The Seven Deadly Sins: Prisoners of the Sky,835,165623,86471,Movie,PG-13 - Teens 13 or older,Not available,A-1 Pictures,action;adventure;fantasy;magic;shounen;supernatural
198,7.36,https://cdn.myanimelist.net/images/anime/12/26128.jpg,"Ten years after the Bubble War, the dichotomy between the rich and the poor in the world becomes more prominent and Japan is no exception. The rich seek to satisfy their desires and derive pleasure for themselves, and Tokyo has materialized into such a city as a result. Saiga, once a war photographer, works for Hibara Ginza in the capitalist state of Tokyo. He infiltrates the Roppongi Club, a secretive base located in the red light district of the city, to collect information about them. However, he was caught in the process and brought forward to a girl called Kagura who was in the midst of a ritual. His contact with Kagura awakens his special ability: the power to make things explode when photographed. In order to unravel the mystery behind the Roppongi Club and Kagura, Saiga begins his solitary battle.",Speed Grapher,1399,93452,33894,TV,R+ - Mild Nudity,Spring 2005,Gonzo,action;mystery;super power
15199,7.35,https://cdn.myanimelist.net/images/anime/12/72698.jpg,"After discovering the face of their true enemy—someone who is related to Akito and responsible for the Geass placed upon him—W-0 attempts to return to their base at Castle Weisswolf. However, stranded in Warsaw due to a complication involving their military identification, they are forced to accept the help of local gypsies, allowing the squad to take some time to deepen their bonds. Meanwhile, Britannian advisor Julius Kingsley and his guard Suzaku Kururugi begin working together with the Knights of St. Michael in order to crush the European resistance once and for all, armed with the destructive power of a giant weapon known as the Ark Fleet. [Written by MAL Rewrite]",Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,1494,86492,40435,Movie,R - 17+ (violence & profanity),Not available,Sunrise,action;mecha;military
18041,7.36,https://cdn.myanimelist.net/images/anime/10/52079.jpg,"During the events of the original Rozen Maiden, after circling ""yes"" on a paper and agreeing to wind an unknown ""something,"" a traumatized Jun Sakurada fights alongside the lifelike dolls known as the Rozen Maidens. But what would have happened if Jun had circled ""no""? Jun, having gotten over his school trauma from his younger days, spends his time attending college and working in a bookstore. However, he does not feel as though he belongs anywhere. One day, he finds a book containing instructions on how to make a Rozen Maiden. Mysteriously, when he arrives home that night, the second volume in the book series has been delivered to his house, along with some pieces of a doll. But as suddenly as they started arriving, the books stop coming, and Jun gets a notice that says that the books have ceased being published. With an incomplete doll in hand, and a message from his other self in another world, this Jun also finds his way into the world of the Rozen Maidens. [Written by MAL Rewrite]",Rozen Maiden (2013),1810,65003,26609,TV,PG-13 - Teens 13 or older,Summer 2013,Studio Deen,action;comedy;drama;magic;seinen
565,7.35,https://cdn.myanimelist.net/images/anime/11/21278.jpg,"Ray is a young wunderkind inventor living in Victorian England. His life is turned upside down when he receives a special package hailing from the United States, sent by his grandfather, Lloyd Steam. The package contains a device called a Steam Ball, a device so powerful that it can drive any machine that requires steam with a nearly limitless amount of energy. Ray is instructed to not let the Steam Ball fall into the wrong hands, which include the mighty O'Hara Foundation, who desperately want to bring the Steam Ball back into their control so they can achieve their less than noble goals. He will need to use every bit of his brilliance in order to dodge the countless goons that are sent to snatch the device from him. It will be a battle between good and evil, a battle for redemption, a battle for the future!",Steamboy,1825,64120,33462,Movie,PG-13 - Teens 13 or older,Not available,Studio 4°C;Sunrise,action;military;sci-fi;adventure;historical;drama
2107,7.35,https://cdn.myanimelist.net/images/anime/13/21760.jpg,A retelling of the Alabasta arc.,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,2229,47826,26632,Movie,PG-13 - Teens 13 or older,Not available,Toei Animation,action;adventure;fantasy;shounen
4038,7.35,https://cdn.myanimelist.net/images/anime/5/75581.jpg,"They're cute, adorable and three of the most powerful Espers the world has ever seen: Kaoru, the brash psychokinetic who can move objects with her mind; Shiho, the sarcastic and dark natured psychometric able to pick thoughts from people's minds and read the pasts of inanimate objects like a book; and Aoi, the most collected and rational of the three, who has the ability to teleport herself and the others at will. So what to do with these potential psychic monsters in the making? Enter B.A.B.E.L., the Base of Backing ESP Laboratory, where hopefully ""The Children"" and others like them can become part of the answer to an increasing wave of psychic evolution. It's a win-win solution... Unless you're Koichi Minamoto, the overworked young man stuck with the unenviable task of field commanding a team of three pre-teen girls! (Source: Sentai Filmworks)",Zettai Karen Children;;Absolutely Lovely Children;;ZKC,2509,38566,9283,TV,PG-13 - Teens 13 or older,Spring 2008,SynergySP,action;comedy;supernatural;shounen
40351,7.34,https://cdn.myanimelist.net/images/anime/1689/105554.jpg,"On a new day in the Kanto region, Satoshi gets invited by Professor Yukinari Ookido over to Professor Sakuragi's lab-opening ceremony in Vermillion City. During the ceremonial speech, Professor Sakuragi receives an alert of a possibly rare Pokémon appearing in Vermillion City's harbor, leading Satoshi and the other trainers to rush to the area in hopes of finding the mysterious Pokémon. At the harbor, they find Lugia—a Legendary Pokémon—engaged in combat with other trainers. Noticing the other trainers' tactics, Satoshi has his partner, Pikachu, strike Lugia with a Thunderbolt attack. Unfazed, Lugia flees, but not before Satoshi determinedly leaps onto its back. To Satoshi's surprise, he meets another boy, Gou, who leapt onto Lugia's back as well. The two ride on Lugia's back as it brings them along on a bizarre adventure across the seas. As it lets the two back on the ground, Satoshi and Gou bid their farewells to Lugia and return to Sakuragi Institute. Impressed by Gou's findings and Satoshi's insight taken during their encounter, Sakuragi requests for the duo to be his new research partners. And so the duo's journey begins, traveling across multiple regions to meet many new Pokémon—including ones that have the ability to Gigantamax! [Written by MAL Rewrite]",Pokemon (2019);;Pocket Monsters;;Pokemon 2019;;Pokémon,2635,35218,9460,TV,PG - Children,Fall 2019,OLM,action;adventure;comedy;kids;fantasy
878,7.36,https://cdn.myanimelist.net/images/anime/6/76949.jpg,"Average high school student Kyou Sogoru is an avid swimmer living in beautiful Maihama City. He spends his days hanging out with friends, swimming, and playing video games. However, his normal life turns upside down when a beautiful and mysterious girl named Shizuno Misaki approaches him with a strange request—jump into their school's pool together. This fateful leap transports Kyou into a war-torn world where humans pilot impressive humanoid robots known as Zegas to fight against malicious aliens known as Gards-Orm. To spearhead this endeavor, humans have formed Cerebrum, a rebel organization working to prevent the Gards-Orm from eradicating humankind. As Kyou participates in combat operations, meets his fellow Zega pilots, and witnesses countless deaths, he begins to question the true nature of this world as well as his own life. [Written by MAL Rewrite]",Zegapain,2926,28945,9108,TV,PG-13 - Teens 13 or older,Spring 2006,Sunrise,action;mecha;romance;sci-fi
483,7.36,https://cdn.myanimelist.net/images/anime/1705/94509.jpg,"It is the year 2100, and on the colonized Moon, a project is under way to explore new aspects of energy. Amami Kurau is the daughter of the chief scientist on the project, and on her 12th birthday, she accompanies her father to the lab to observe the experiments. Then something goes awry, and Kurau is struck by twin bolts of light. In the aftermath, her father is dismayed to find that his daughter is no longer his daughter. Rather, her body is now home to two energy entities with fantastic powers. (Source: ANN)",Kurau Phantom Memory,3137,25647,6488,TV,PG-13 - Teens 13 or older,Summer 2004,Bones,action;sci-fi;space;super power;drama
573,7.35,https://cdn.myanimelist.net/images/anime/1754/97053.jpg,"In the distant future, since the Earth has become overpopulated, efforts to find and colonize on other planets have begun. However, one of the ships, the ""Mesopotamia"" malfunctions and all but 6 of its inhabitants are all killed. the remaining 6 manage to escape to a nearby planet named ""Terra ll "", which is similar to Earth in many respects. However, all of them are male. Therefore, as to not let their efforts go to waste, they begin to set up 6 countries and to reproduce through cloning and genetic engineering. however, there are still no women, and to make up for it they create lifelike advanced female androids called ""Marionettes"" which do everyday chores and work. However, they are all emotionless machines. But one day, a ordinary boy named Otaru finds and awakens 3 special battle type Marionettes that have emotions due to a ""Maiden Circuit"" within them. It's up to him then to teach them and allow their emotions to grow, and when a nearby country threatens with world domination, it's up to to Otaru and his ""human"" Marionettes to protect their country.",Saber Marionette J,3135,25700,11423,TV,PG-13 - Teens 13 or older,Fall 1996,Studio Junio,action;adventure;comedy;drama;harem;martial arts;mecha;romance;sci-fi;shounen
40005,7.36,https://cdn.myanimelist.net/images/anime/1925/105375.jpg,Fourth season of Quanzhi Fashi.,Quanzhi Fashi IV;;Quanzhi Fashi 4th Season;;Quan Zhi Fa Shi 4;;Full-Time Magister 4,4493,11546,4481,ONA,PG-13 - Teens 13 or older,Not available,Shanghai Foch Film Culture Investment,action;magic;fantasy;school
527,7.35,https://cdn.myanimelist.net/images/anime/13/73834.jpg,"Pokemon are peculiar creatures with a vast array of different abilities and appearances; many people, known as Pokemon trainers, capture and train them, often with the intent of battling others. Young Satoshi has not only dreamed of becoming a Pokemon trainer but also a ""Pokemon Master,"" and on the arrival of his 10th birthday, he finally has a chance to make that dream a reality. Unfortunately for him, all three Pokemon available to beginning trainers have already been claimed and only Pikachu, a rebellious Electric type Pokemon, remains. However, this chance encounter would mark the start of a lifelong friendship and an epic adventure! Setting off on a journey to become the very best, Satoshi and Pikachu travel across beautiful, sprawling regions with their friends Kasumi, a Water type trainer, and Takeshi, a Rock type trainer. But danger lurks around every corner. The infamous Team Rocket is always nearby, seeking to steal powerful Pokemon through nefarious schemes. It'll be up to Satoshi and his friends to thwart their efforts as he also strives to earn the eight Pokemon Gym Badges he'll need to challenge the Pokemon League, and eventually claim the title of Pokemon Master. [Written by MAL Rewrite]",Pokemon;;Pocket Monsters;;Indigo League;;Adventures on the Orange Islands;;The Johto Journeys;;Johto League Champions;;Master Quest,267,432325,246301,TV,PG - Children,Spring 1997,OLM,action;adventure;comedy;kids;fantasy
30016,7.35,https://cdn.myanimelist.net/images/anime/2/81399.jpg,"Nanba is the world's most formidable prison, built to incarcerate criminals who are too slippery to stay in ordinary confinement. The four inmates who occupy Cell 13 are particularly cunning on that behalf, having escaped every other prison with a perfect success rate. There is Juugo, a specialist in locks who has spent the majority of his life in prison; Uno, a gambler with great intuition; Nico, an otaku whose body reacts strangely to drugs; and Rock, a bruiser with a love for food. The daily shenanigans of the four prisoners always cause trouble for the building supervisor, Hajime Sugoroku, who desperately tries to prevent them from breaking out of Nanba. Nanbaka follows the comedic, sparkle-filled exploits of these prisoners and their guards. From three square meals a day to sports festivals, prison life in Nanba isn't actually that bad—and it is the closest these four have to a home. [Written by MAL Rewrite]",Nanbaka;;Nambaka;;Numbaka;;The Numbers,616,215504,88271,TV,PG-13 - Teens 13 or older,Fall 2016,Satelight,action;comedy;drama
33248,7.36,https://cdn.myanimelist.net/images/anime/1446/90544.jpg,"Lately, the stress of having to constantly keep his destructive power under control is causing the Red King Mikoto Suoh to become unstable. Meanwhile, Reisi Munakata is chosen by the Dresden Slate to become the new Blue King. (Source: TubiTV)",K: Seven Stories Movie 1 - R:B - Blaze;;K-Project 7 Stories,2089,52890,5079,Movie,PG-13 - Teens 13 or older,Not available,GoHands,action;super power;supernatural;drama
3549,7.35,https://cdn.myanimelist.net/images/anime/9/50491.jpg,"Set in a continent divided into two commonwealths that have been engaged in war for hundreds of years, Allison and Will go on a mission to search ""the treasure that will put an end to the war"". Their hope is inherited to their daughter Lillia, who strives to thaw the torn nations into a united country. This anime encourages young generations to believe in a world without hatred or war regardless of nationalities and beliefs. (Source: Anime Network)",Allison to Lillia;;Alison and Lilia;;Arison to Riria;;Allison and Lillia,2540,37590,12490,TV,PG-13 - Teens 13 or older,Spring 2008,Madhouse,action;adventure;shounen
27631,7.32,https://cdn.myanimelist.net/images/anime/7/73852.jpg,"The year is 2071. Humanity has been pushed to the brink of extinction following the emergence of man-eating monsters called ""Aragami"" that boast an immunity to conventional weaponry. They ravaged the land, consuming almost everything in their path and leaving nothing in their wake. To combat them, an organization named Fenrir was formed as a last-ditch effort to save humanity through the use of ""God Eaters""—special humans infused with Oracle cells, allowing them to wield the God Arc, the only known weapon capable of killing an Aragami. One such God Eater is Lenka Utsugi, a New-Type whose God Arc takes the form of both blade and gun. Now, as one of Fenrir's greatest weapons, Lenka must master his God Arc if he is to fulfill his desire of wiping out the Aragami once and for all. The monsters continue to be born en masse while the remnants of humanity struggle to survive the night. Only God Eaters stand between the Aragami and complete and total annihilation of the human race. [Written by MAL Rewrite]",God Eater,294,402758,178181,TV,R - 17+ (violence & profanity),Summer 2015,ufotable,action;fantasy;military;sci-fi
32105,7.33,https://cdn.myanimelist.net/images/anime/12/79556.jpg,"Magano, a parallel realm filled with monsters known as ""Kegare,"" is a place where exorcists deal with all impurities. Benio Adashino is a prodigy exorcist who is recognized for her strength and is summoned to Tokyo by the Exorcist Union. On her way, she plummets into the arms of Rokuro Enmadou, a young exorcist with a troubled past. But the impurities of Magano do not rest. When these two exorcists witness a couple of children stolen by a Kegare, Benio rushes to save them, dragging Rokuro along with her into Magano. Engaged in a fight she is on the verge of being defeated in, Benio is saved by Rokuro, revealing himself capable of being her rival in talent. Sousei no Onmyouji tells the story of two talented exorcists who are destined to become the ""Twin Star Exorcists"" and the prophesised parents of the Miko—the reincarnation of Abe no Seimei—who will cleanse the world of all impurities. [Written by MAL Rewrite]",Sousei no Onmyouji,344,350432,125358,TV,PG-13 - Teens 13 or older,Spring 2016,Studio Pierrot,action;supernatural;romance;fantasy;shounen
30911,7.33,https://cdn.myanimelist.net/images/anime/3/79271.jpg,"The Celestial Records speak of the existence of the ""Seraphim,"" a race of divine beings who give blessings to humanity and are offered prayers by them in return. Those who are anointed with the ability to interact with these spirits are known as ""Shepherds."" Hailed as heroes for their prompt appearances in times of crisis, while also being feared for their power, the Shepherds are imprinted in common folklore along with the Seraphim. Sorey is a young human who has spent his entire life living in harmony alongside the Seraphim in the village of Elysia. Fascinated by the myths of the Celestial Records, he explores some nearby ruins with Mikleo—his childhood Seraphim companion—hoping to enlighten himself about the Seraphims' history with mankind. Unfortunately, they become trapped in the depths of the historical site during their investigation. While searching for an exit, they come across a mysterious girl who desperately seeks the help of a Shepherd to save the world, which is on the brink of being consumed by darkness. Despite Mikleo's warning about making contact with other humans, Sorey decides to help the stranger, which unknowingly leads him closer to the dream of peaceful coexistence between man and Seraphim. [Written by MAL Rewrite]",Tales of Zestiria the Cross;;Tales of Zestiria the X,513,255413,108885,TV,PG-13 - Teens 13 or older,Summer 2016,ufotable,action;adventure;magic;fantasy
3342,7.33,https://cdn.myanimelist.net/images/anime/10/10918.jpg,"Immortality is something many people would wish for. But would it be such a coveted ability if people knew they would be subject to countless attacks because of it? Such is the case for Rin Asougi, an immortal private investigator, because there is no shortage of people who want her dead. Over the centuries, she has met many grisly ends, but each time, she returns to life as if nothing had happened. In 1990, while looking for a lost cat, Rin runs into Kouki Maeno, a man who feels that his memories are wrong. Agreeing to help him, Rin discovers that Kouki is not what he seems, all the while drawing closer to her true enemy. This adversary knows Rin and her kind all too well, and if she dies by his hand, she may stay dead permanently. [Written by MAL Rewrite]",Mnemosyne: Mnemosyne no Musume-tachi;;Mnemosyne: Daughters of Mnemosyne,927,148931,60224,TV,R+ - Mild Nudity,Winter 2008,Xebec,action;horror;sci-fi;shoujo ai;supernatural
9135,7.33,https://cdn.myanimelist.net/images/anime/2/29550.jpg,"Chasing a runaway alchemist with strange powers, brothers Edward and Alphonse Elric stumble into the squalid valley of the Milos. The Milosians are an oppressed group that seek to reclaim their holy land from Creta: a militaristic country that forcefully annexed their nation. In the eye of the political storm is a girl named Julia Crichton, who emphatically wishes for the Milos to regain their strength and return to being a nation of peace. Befriending the girl, Edward and Alphonse find themselves in the midst of a rising resistance that involves the use of the very object they have been seeking all along—the Philosopher's Stone. However, their past experiences with the stone cause them reservation, and the brothers are unwilling to help. But as they discover the secrets behind Creta's intentions and questionable history, the brothers are drawn into the battle between the rebellious Milos, who desire their liberty, and the Cretan military, who seek absolute power. [Written by MAL Rewrite]",Fullmetal Alchemist: The Sacred Star of Milos;;Fullmetal Alchemist: Milos no Seinaru Hoshi;;Fullmetal Alchemist Movie 2;;Hagane no Renkinjutsushi Movie 2;;FMA Movie 2,960,144985,77684,Movie,R - 17+ (violence & profanity),Not available,Bones,action;adventure;comedy;drama;fantasy;magic;military;shounen
34300,7.32,https://cdn.myanimelist.net/images/anime/9/83819.jpg,"The aloof high schooler Mo Fan has found himself in a universe similar yet distinctly different from his own mundane one; it's a place where magic has replaced the essence of science. Here, the most capable students are taught to master the wonders of spellworking to fend off large devastating beasts that lurk in the forests surrounding the city. Like his previous life, Mo Fan remains the son of a poor laborer and the older step-brother to a crippled sister. Despite these disadvantages, he dreams of attending a magic school to become a magician—a highly respected and lucrative trade—in order to repay his father for his hard work. Mo Fan is accepted into a renowned magic institution. However, rumors spread about his poverty and lack of magical ability, labeling him as the laughing stock of the school. Nonetheless, Mo Fan manages to harness not only the powerful fire element, but also the rare lightning element! Now armed with dual abilities, what dangerous encounters will the versatile mage face? [Written by MAL Rewrite]",Quanzhi Fashi;;Quan Zhi Fa Shi;;Full-Time Magister,1604,78461,35530,ONA,PG-13 - Teens 13 or older,Not available,Shanghai Foch Film Culture Investment,action;fantasy;magic;school
161,7.34,https://cdn.myanimelist.net/images/anime/10/77408.jpg,"Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.",Peace Maker Kurogane;;Peacemaker Kurogane;;PMK,2192,49071,19825,TV,R - 17+ (violence & profanity),Fall 2003,Gonzo,action;comedy;historical;samurai;shounen
39806,7.35,https://cdn.myanimelist.net/images/anime/1054/110054.jpg,"Manji is an immortal swordsman, who has been cursed with eternal life. He has grown tired of living with all the death he has created. He has no skills other than those of killing, thus he forms a plan to regain his mortality: he shall kill one hundred evil men for each good one he has killed. The old witch who afflicted Manji with immortality agrees to Manji’s proposition and Manji is set on his path to kill one thousand evil men. On his journey he meets a young girl, Rin, who has her own vengeance to seek against the sword school whose members slaughtered Rin’s family. Rin and Manji journey together, each hoping to find some kind of peace. In their way are many varied enemies. Rin and Manji are almost constantly under attack and must learn to live their lives, avoiding being consumed by revenge. (Source: ANN)",Mugen no Juunin: Immortal,2201,48784,13997,ONA,R - 17+ (violence & profanity),Not available,LIDENFILMS,action;adventure;historical;supernatural;drama;martial arts;samurai;seinen
36491,7.33,https://cdn.myanimelist.net/images/anime/6/88942.jpg,"In a land where no magic is present. A land where the strong make the rules and weak have to obey. A land filled with alluring treasures and beauty, yet also filled with unforeseen danger. Three years ago, Xiao Yan, who had shown talents none had seen in decades, suddenly lost everything. His powers, his reputation, and his promise to his mother. What sorcery has caused him to lose all of his powers? And why has his fiancee suddenly shown up? (Source: wuxiaworld.com)",Doupo Cangqiong;;Fights Break Sphere;;Battle Through the Heavens,6061,5484,2311,ONA,PG-13 - Teens 13 or older,Not available,Shanghai Foch Film Culture Investment,action;adventure;comedy;supernatural;romance
2408,7.32,https://cdn.myanimelist.net/images/anime/5/84851.jpg,"During a vacation Natsumi is visited by a female alien and male alien who she later gains feelings for from the ocean that makes her the Deep Sea Princess who, along with the rest of the Keroro Platoon, encounter many dangers summoned by a mysterious creature. (Source: Wikipedia)",Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!;;Chou Gekijouban Keroro Gunso 2: Shinkai no Princess de Arimasu!;;Sergeant Keroro Movie 2: The Deep Sea Princess Let it be so!,6589,4466,2084,Movie,PG - Children,Not available,Sunrise,action;adventure;comedy;drama;sci-fi;shounen
27,7.33,https://cdn.myanimelist.net/images/anime/10/24649.jpg,"The background is in the distant future after the destruction brought about by Armageddon. The war between the vampires and the humans continue to persist. In order to protect the humans from the vampires, the Vatican has to rely on other allies to counter the situation. The protagonist, Abel Nightroad, is a traveling priest from the Vatican and a crusnik, a vampire that drinks the blood of vampires. He is a member of the ""Ax"", a special operations group led by Cardinal Catherina Sforza. He encounters a young girl called Esther, who decides to go with him to Rome and train at the Vatican. Soon after he meets her, the order of Rozencreuz, led by Abel's twin, Cain, tries to continue the war so they can rule the world. It's up to Abel and the AX to try and stop them.",Trinity Blood,892,154595,66796,TV,R - 17+ (violence & profanity),Spring 2005,Gonzo,action;supernatural;vampire
20509,7.31,https://cdn.myanimelist.net/images/anime/12/64175.jpg,"Another lovely summer goes by for Illyasviel von Einzbern. Taking a break from her magical girl duties, she enjoys her time off after collecting the Class Cards with her best friend Miyu Edelfelt. However, her break comes to an abrupt end when she and Miyu are abducted by Rin Toosaka and Luviagelita Edelfelt, while out with her friends. The magical girls learn that their work is far from over, as Clock Tower informs them that the out of control mana thought to have been sealed continues to be dispersing throughout Fuyuki City. After heading to the origin point of the out of control mana, Illya and Miyu are tasked with solving the anomaly. But after casting their spell, Illyasviel discovers that she's split into two people! As this mysterious new form darts off, she can only wonder: what is to come from the existence of her dopplegänger, running amok in the unsuspecting town? [Written by MAL Rewrite]",Fate/kaleid liner Prisma☆Illya 2wei!;;Prisma Illya 2wei!;;Prisma☆Illya 2nd Season,1155,119427,63093,TV,PG-13 - Teens 13 or older,Summer 2014,Silver Link.,action;comedy;fantasy;magic
6381,7.33,https://cdn.myanimelist.net/images/anime/13/25477.jpg,"Six months have passed since the victorious Battle of Britannia and the reclamation of Gallia from Neuroi invaders. Yoshika Miyafuji, member of the famed 501st Joint Fighter Wing, has come back home to Fuso and graduated from middle school. However, her fight is far from over. She receives a letter supposedly sent by her long-deceased father, containing blueprints of a state-of-the-art Striker Unit he had been working on before his death. The Unit, designed specifically for Yoshika, might be capable of harnessing her extraordinary magical powers. Meanwhile, a new threat in Europe is rising. A Neuroi nest of an unprecedented size and might has appeared over Venezia, wiping out local Witch forces and instantly swallowing the northern part of the country. To make matters worse, a newly spotted humanoid type of Neuroi is attempting to come into contact with humans. Yoshika, incapable of abandoning her friends on the front lines, must once again venture to the war-torn continent. [Written by MAL Rewrite]",Strike Witches 2,1716,71175,34283,TV,R+ - Mild Nudity,Summer 2010,AIC Spirits,action;ecchi;magic;military;sci-fi
